word1,word2,similarity_out_of_50,similarity
cold,washing,20.0,4.0
dripping,hot,20.0,4.0
idea,people,20.0,4.0
couple,old,20.0,4.0
food,gull,20.0,4.0
gate,hotel,20.0,4.0
glittering,night,20.0,4.0
cold,sun,20.0,4.0
chicken,pepper,20.0,4.0
salad,sweet,20.0,4.0
porch,stone,20.0,4.0
coffee,room,20.0,4.0
berry,bright,20.0,4.0
amphibians,hummingbird,20.0,4.0
flamingo,insects,20.0,4.0
club,shirt,20.0,4.0
porch,tower,20.0,4.0
skateboard,swimsuit,20.0,4.0
desert,road,20.0,4.0
kiss,tears,20.0,4.0
feathers,grey,20.0,4.0
club,match,19.0,3.8
sitting,sleep,19.0,3.8
chapel,porch,19.0,3.8
figure,spiral,19.0,3.8
buds,purple,19.0,3.8
birds,shade,19.0,3.8
blonde,dark,19.0,3.8
burger,frozen,19.0,3.8
chain,engine,19.0,3.8
bathroom,porch,19.0,3.8
country,work,19.0,3.8
left,stop,19.0,3.8
desk,white,19.0,3.8
object,piano,19.0,3.8
can,mill,19.0,3.8
female,race,19.0,3.8
frost,sunshine,19.0,3.8
soup,sweet,19.0,3.8
black,seat,19.0,3.8
lion,pelican,19.0,3.8
graffiti,interior,19.0,3.8
apartment,sleep,19.0,3.8
cold,summer,19.0,3.8
market,orange,19.0,3.8
guy,kiss,19.0,3.8
dirty,guy,19.0,3.8
arms,caterpillars,19.0,3.8
foliage,frost,19.0,3.8
gravestone,pattern,19.0,3.8
shop,summer,19.0,3.8
petals,shade,19.0,3.8
gull,mammals,19.0,3.8
cone,palm,19.0,3.8
makeup,town,19.0,3.8
gull,insects,19.0,3.8
dessert,meat,19.0,3.8
morning,sitting,19.0,3.8
dolls,new,19.0,3.8
butterfly,glittering,19.0,3.8
interior,skyscraper,19.0,3.8
market,white,19.0,3.8
cute,fun,19.0,3.8
night,sunny,19.0,3.8
bed,staircase,19.0,3.8
miniature,painted,19.0,3.8
bloom,glittering,19.0,3.8
evening,friends,19.0,3.8
city,mill,19.0,3.8
coast,downtown,18.0,3.6
dew,sunshine,18.0,3.6
dragonfly,underwater,18.0,3.6
star,storm,18.0,3.6
patio,washing,18.0,3.6
cold,ear,18.0,3.6
house,windmill,18.0,3.6
flying,toys,18.0,3.6
breakfast,evening,18.0,3.6
hanging,rusty,18.0,3.6
dinner,relaxed,18.0,3.6
aircraft,door,18.0,3.6
porch,ruins,18.0,3.6
cop,dirty,18.0,3.6
cross,tower,18.0,3.6
city,old,18.0,3.6
cold,sunshine,18.0,3.6
dragon,metal,18.0,3.6
light,shed,18.0,3.6
hotel,library,18.0,3.6
feel,friends,18.0,3.6
parking,scenery,18.0,3.6
ruins,tower,18.0,3.6
abandoned,railroad,18.0,3.6
bright,violet,18.0,3.6
couple,makeup,18.0,3.6
dude,smile,18.0,3.6
dirty,rabbit,18.0,3.6
smile,walk,18.0,3.6
autumn,daffodils,18.0,3.6
hotel,sand,18.0,3.6
crystal,dirt,18.0,3.6
reptiles,stork,18.0,3.6
coast,sunk,18.0,3.6
dark,rusty,18.0,3.6
band,vinyl,18.0,3.6
parrot,reptiles,18.0,3.6
steel,town,18.0,3.6
architecture,table,18.0,3.6
bedroom,porch,18.0,3.6
aquarium,seagull,18.0,3.6
butterfly,transformers,18.0,3.6
feel,sitting,18.0,3.6
landscape,stadium,18.0,3.6
lunch,walk,18.0,3.6
church,cookies,18.0,3.6
stripes,violet,18.0,3.6
origami,white,18.0,3.6
bag,flag,18.0,3.6
escalator,station,18.0,3.6
dawn,snow,18.0,3.6
green,lantern,18.0,3.6
painting,work,18.0,3.6
pigeon,round,18.0,3.6
haircut,smile,18.0,3.6
coast,sketch,18.0,3.6
colorful,duck,18.0,3.6
man,stand,18.0,3.6
demolition,interior,18.0,3.6
pelican,toes,18.0,3.6
garage,garden,18.0,3.6
brown,insects,18.0,3.6
family,old,18.0,3.6
brown,pelican,18.0,3.6
fountain,parade,18.0,3.6
fungi,insects,18.0,3.6
female,living,18.0,3.6
frost,hot,18.0,3.6
handle,shop,17.0,3.4
happy,stand,17.0,3.4
collection,work,17.0,3.4
pepper,sunflower,17.0,3.4
graphic,roof,17.0,3.4
played,spiral,17.0,3.4
cute,fashion,17.0,3.4
ball,square,17.0,3.4
red,tea,17.0,3.4
port,sweet,17.0,3.4
lunch,sunny,17.0,3.4
night,stop,17.0,3.4
muscle,nature,17.0,3.4
guy,sitting,17.0,3.4
game,scooter,17.0,3.4
interior,toys,17.0,3.4
gate,pebbles,17.0,3.4
blue,socks,17.0,3.4
bedroom,pool,17.0,3.4
graveyard,house,17.0,3.4
feet,friends,17.0,3.4
cute,idea,17.0,3.4
bed,picture,17.0,3.4
glass,road,17.0,3.4
bed,kitchen,17.0,3.4
dusk,gull,17.0,3.4
bicycle,green,17.0,3.4
shade,whale,17.0,3.4
lab,spider,17.0,3.4
bar,stairs,17.0,3.4
hanging,time,17.0,3.4
reptiles,swim,17.0,3.4
happy,night,17.0,3.4
dude,fun,17.0,3.4
branch,tea,17.0,3.4
club,played,17.0,3.4
garbage,lunch,17.0,3.4
interior,tower,17.0,3.4
breakfast,people,17.0,3.4
couple,race,17.0,3.4
bay,porch,17.0,3.4
country,library,17.0,3.4
black,cigarette,17.0,3.4
handle,tram,17.0,3.4
feel,stairs,17.0,3.4
oak,petals,17.0,3.4
lake,town,17.0,3.4
played,signed,17.0,3.4
old,race,17.0,3.4
parade,store,17.0,3.4
jellyfish,texture,17.0,3.4
curled,leaf,17.0,3.4
hummingbird,moss,17.0,3.4
book,gold,17.0,3.4
desk,match,17.0,3.4
handle,lighting,17.0,3.4
frozen,soup,17.0,3.4
dude,sitting,17.0,3.4
amphibians,stork,16.0,3.2
asphalt,crane,16.0,3.2
bright,grey,16.0,3.2
flight,jaguar,16.0,3.2
happy,toes,16.0,3.2
bathroom,stairs,16.0,3.2
bay,curve,16.0,3.2
feet,train,16.0,3.2
snow,sunny,16.0,3.2
blue,happy,16.0,3.2
sunshine,wet,16.0,3.2
clown,jellyfish,16.0,3.2
family,town,16.0,3.2
pattern,time,16.0,3.2
cherry,peel,16.0,3.2
bakery,vehicle,16.0,3.2
cross,posted,16.0,3.2
garbage,underground,16.0,3.2
bible,leaf,16.0,3.2
nature,new,16.0,3.2
cute,dude,16.0,3.2
curve,dance,16.0,3.2
autumn,hat,16.0,3.2
fabric,handle,16.0,3.2
arms,white,16.0,3.2
feel,fun,16.0,3.2
bridge,ceramic,16.0,3.2
ruins,valley,16.0,3.2
castle,patio,16.0,3.2
button,grey,16.0,3.2
club,signed,16.0,3.2
feathers,insects,16.0,3.2
hotel,oak,16.0,3.2
alley,punk,16.0,3.2
design,muscle,16.0,3.2
circle,snake,16.0,3.2
auto,quote,16.0,3.2
posted,white,16.0,3.2
animals,clown,16.0,3.2
dinner,sleep,16.0,3.2
office,women,16.0,3.2
line,underground,16.0,3.2
metro,television,16.0,3.2
waterfall,wood,16.0,3.2
relaxed,restaurant,16.0,3.2
bed,stairs,16.0,3.2
dude,husky,16.0,3.2
demolition,skyline,16.0,3.2
ceiling,patio,16.0,3.2
flight,museum,16.0,3.2
paper,tattoo,16.0,3.2
action,subway,16.0,3.2
grave,shore,16.0,3.2
sunshine,winter,16.0,3.2
ford,wall,16.0,3.2
band,stockings,16.0,3.2
dirty,tears,16.0,3.2
leg,stripes,16.0,3.2
family,square,16.0,3.2
eyes,sky,16.0,3.2
dinner,morning,16.0,3.2
apartment,beach,16.0,3.2
bus,crane,16.0,3.2
aquarium,coins,16.0,3.2
path,sunflower,16.0,3.2
red,uniform,16.0,3.2
band,ear,16.0,3.2
kitchen,staircase,16.0,3.2
glittering,vintage,16.0,3.2
gold,texture,16.0,3.2
air,carnival,16.0,3.2
guy,stand,16.0,3.2
bacon,sweet,16.0,3.2
abstract,feel,16.0,3.2
band,bride,16.0,3.2
mom,sitting,15.0,3.0
foliage,purple,15.0,3.0
husky,painting,15.0,3.0
evening,surfers,15.0,3.0
postcards,texture,15.0,3.0
breakfast,night,15.0,3.0
makeup,skull,15.0,3.0
guy,tears,15.0,3.0
hamster,locked,15.0,3.0
chess,family,15.0,3.0
fun,haircut,15.0,3.0
buds,shade,15.0,3.0
ad,track,15.0,3.0
dead,pigeon,15.0,3.0
chipmunk,illustrations,15.0,3.0
cold,silver,15.0,3.0
insects,number,15.0,3.0
bar,boat,15.0,3.0
restaurant,scenery,15.0,3.0
hair,stencil,15.0,3.0
guy,idea,15.0,3.0
gravestone,silhouette,15.0,3.0
bright,mist,15.0,3.0
coins,musicians,15.0,3.0
arms,bicycle,15.0,3.0
hanging,morning,15.0,3.0
demolition,tall,15.0,3.0
bedroom,diner,15.0,3.0
candles,line,15.0,3.0
bar,ship,15.0,3.0
club,cone,15.0,3.0
art,christmas,15.0,3.0
travel,wood,15.0,3.0
feet,outdoor,15.0,3.0
hanging,left,15.0,3.0
rusty,shade,15.0,3.0
abstract,moon,15.0,3.0
auto,round,15.0,3.0
mist,temple,15.0,3.0
stripes,urban,15.0,3.0
smile,view,15.0,3.0
ripples,shadow,15.0,3.0
dirty,fun,15.0,3.0
haircut,hanging,15.0,3.0
brick,skyline,15.0,3.0
bathroom,sleep,15.0,3.0
school,tears,15.0,3.0
cute,friends,15.0,3.0
action,dress,15.0,3.0
cow,station,15.0,3.0
played,sailing,15.0,3.0
fungi,pattern,15.0,3.0
button,police,15.0,3.0
ceramic,church,15.0,3.0
home,smoking,15.0,3.0
food,wild,15.0,3.0
colorful,wood,15.0,3.0
smile,time,15.0,3.0
amphibians,flamingo,15.0,3.0
apartment,children,15.0,3.0
graveyard,silver,15.0,3.0
outfit,signed,15.0,3.0
dude,kids,15.0,3.0
pole,weather,15.0,3.0
city,round,15.0,3.0
nails,wolf,15.0,3.0
night,sunshine,15.0,3.0
bath,sleep,15.0,3.0
hanging,stencil,15.0,3.0
cherry,meat,14.0,2.8
blue,poster,14.0,2.8
fire,movie,14.0,2.8
drawn,wing,14.0,2.8
husky,played,14.0,2.8
dripping,rusty,14.0,2.8
arrow,boxer,14.0,2.8
basket,moss,14.0,2.8
pin,wing,14.0,2.8
apartment,valley,14.0,2.8
guy,poodle,14.0,2.8
seagull,urban,14.0,2.8
dessert,tomato,14.0,2.8
eggs,family,14.0,2.8
aircraft,guy,14.0,2.8
dark,flamingo,14.0,2.8
cheerleaders,scenery,14.0,2.8
pink,shade,14.0,2.8
couple,outdoor,14.0,2.8
garden,smoke,14.0,2.8
glass,mill,14.0,2.8
race,square,14.0,2.8
paper,vine,14.0,2.8
smile,stand,14.0,2.8
frost,summer,14.0,2.8
bay,parking,14.0,2.8
kiss,sitting,14.0,2.8
monkeys,oak,14.0,2.8
beads,redhead,14.0,2.8
animals,hand,14.0,2.8
cute,music,14.0,2.8
downtown,hockey,14.0,2.8
dead,guy,14.0,2.8
aircraft,asphalt,14.0,2.8
magazine,run,14.0,2.8
flight,rain,14.0,2.8
bathroom,garden,14.0,2.8
door,skyscraper,14.0,2.8
makeup,old,14.0,2.8
game,signed,14.0,2.8
dead,face,14.0,2.8
friends,sexy,14.0,2.8
flowers,interior,14.0,2.8
bag,wire,14.0,2.8
game,goats,14.0,2.8
note,rally,14.0,2.8
stairs,steel,14.0,2.8
diamond,stencil,14.0,2.8
nature,tv,14.0,2.8
happy,posted,14.0,2.8
abstract,rally,14.0,2.8
party,sailing,14.0,2.8
beard,kitty,14.0,2.8
eat,seagull,14.0,2.8
building,sandwich,14.0,2.8
belly,black,14.0,2.8
left,walk,14.0,2.8
dark,stripes,14.0,2.8
ford,valley,14.0,2.8
insects,stork,14.0,2.8
animals,mural,14.0,2.8
leather,weed,14.0,2.8
pub,washing,14.0,2.8
left,played,14.0,2.8
cop,gravestone,14.0,2.8
book,building,14.0,2.8
happy,walk,14.0,2.8
colorful,lab,14.0,2.8
flag,quote,14.0,2.8
sunk,time,14.0,2.8
friends,sitting,14.0,2.8
lantern,oak,14.0,2.8
sitting,smile,14.0,2.8
cottage,outfit,14.0,2.8
downtown,locked,14.0,2.8
pets,poster,14.0,2.8
industrial,lake,14.0,2.8
licking,sitting,14.0,2.8
pool,rust,14.0,2.8
stripes,train,14.0,2.8
beef,downtown,13.0,2.6
blonde,eyes,13.0,2.6
lady,sunset,13.0,2.6
feel,stop,13.0,2.6
old,seat,13.0,2.6
dirty,happy,13.0,2.6
ruins,shore,13.0,2.6
black,paws,13.0,2.6
eggs,lego,13.0,2.6
born,played,13.0,2.6
black,pigeon,13.0,2.6
feathers,reptiles,13.0,2.6
gymnastics,port,13.0,2.6
mom,snowman,13.0,2.6
dirty,haircut,13.0,2.6
party,seat,13.0,2.6
lily,pigs,13.0,2.6
dirty,hanging,13.0,2.6
guy,wire,13.0,2.6
orange,shop,13.0,2.6
cactus,fell,13.0,2.6
circle,sports,13.0,2.6
redhead,reflection,13.0,2.6
cafe,reflection,13.0,2.6
outfit,played,13.0,2.6
bar,female,13.0,2.6
belly,dirty,13.0,2.6
rope,train,13.0,2.6
boardwalk,dropped,13.0,2.6
abstract,candles,13.0,2.6
church,soldiers,13.0,2.6
boxer,reflection,13.0,2.6
crystal,silhouette,13.0,2.6
feel,guy,13.0,2.6
pattern,pier,13.0,2.6
downtown,field,13.0,2.6
beer,wild,13.0,2.6
hanging,happy,13.0,2.6
rope,shore,13.0,2.6
airplane,camera,13.0,2.6
button,flowers,13.0,2.6
frozen,shop,13.0,2.6
curled,licking,13.0,2.6
sunny,zoo,13.0,2.6
people,stop,13.0,2.6
bucket,insects,13.0,2.6
fence,friends,13.0,2.6
can,sketch,13.0,2.6
frozen,pebbles,13.0,2.6
ceramic,living,13.0,2.6
day,horse,13.0,2.6
born,boxer,13.0,2.6
iris,necklace,13.0,2.6
lighting,person,13.0,2.6
boot,cliff,13.0,2.6
landscape,umbrella,13.0,2.6
man,transformers,13.0,2.6
dark,sand,13.0,2.6
ruins,swimsuit,13.0,2.6
abstract,rose,13.0,2.6
guy,gymnastics,12.0,2.4
grass,ruins,12.0,2.4
lighting,stone,12.0,2.4
porch,scooter,12.0,2.4
colour,wild,12.0,2.4
crane,stairs,12.0,2.4
shore,tears,12.0,2.4
cactus,porch,12.0,2.4
belly,drawn,12.0,2.4
fabric,photos,12.0,2.4
lamb,lantern,12.0,2.4
owl,rocket,12.0,2.4
party,scooter,12.0,2.4
display,scratch,12.0,2.4
ball,curled,12.0,2.4
cookies,peel,12.0,2.4
couple,posted,12.0,2.4
field,red,12.0,2.4
theatre,wolf,12.0,2.4
blue,swing,12.0,2.4
guy,happy,12.0,2.4
quote,santa,12.0,2.4
dude,feel,12.0,2.4
bath,wine,12.0,2.4
brown,wet,12.0,2.4
kiss,stop,12.0,2.4
husky,match,12.0,2.4
cocktail,garage,12.0,2.4
face,stand,12.0,2.4
kids,stop,12.0,2.4
boxer,diner,12.0,2.4
patio,sleep,12.0,2.4
city,family,12.0,2.4
dropped,rusty,12.0,2.4
parade,table,12.0,2.4
dawn,drug,12.0,2.4
design,orange,12.0,2.4
lunch,sunshine,12.0,2.4
dirty,dude,12.0,2.4
fun,tears,12.0,2.4
bikini,ivy,12.0,2.4
step,swimsuit,12.0,2.4
frog,poppy,12.0,2.4
cross,pub,12.0,2.4
frost,lily,12.0,2.4
curve,outdoor,12.0,2.4
collage,stream,12.0,2.4
twigs,underground,12.0,2.4
chair,holiday,12.0,2.4
coffee,sun,12.0,2.4
lighting,sleep,12.0,2.4
mill,wild,12.0,2.4
circle,wig,12.0,2.4
highway,squirrel,12.0,2.4
pin,truck,12.0,2.4
boxer,swimming,12.0,2.4
shore,small,12.0,2.4
punk,vinyl,12.0,2.4
number,web,12.0,2.4
brown,demolition,12.0,2.4
interior,skyline,12.0,2.4
breakfast,floor,12.0,2.4
aerial,clown,12.0,2.4
hat,peel,12.0,2.4
baseball,rainbow,12.0,2.4
dude,happy,12.0,2.4
feet,mural,12.0,2.4
creatures,grey,12.0,2.4
cross,outfit,12.0,2.4
left,smile,11.0,2.2
fishing,rainbow,11.0,2.2
bathroom,dude,11.0,2.2
painted,puddle,11.0,2.2
skating,stickers,11.0,2.2
dome,uniform,11.0,2.2
lawn,sleep,11.0,2.2
office,sun,11.0,2.2
military,reflection,11.0,2.2
fashion,handwriting,11.0,2.2
cop,ruins,11.0,2.2
blurred,metro,11.0,2.2
smile,stop,11.0,2.2
cute,licking,11.0,2.2
cross,mug,11.0,2.2
concrete,pin,11.0,2.2
cigarette,hotel,11.0,2.2
airplane,market,11.0,2.2
architecture,yellow,11.0,2.2
handle,terrier,11.0,2.2
patio,women,11.0,2.2
green,gull,11.0,2.2
dew,parrot,11.0,2.2
country,hanging,11.0,2.2
dude,hanging,11.0,2.2
stripes,tank,11.0,2.2
hanging,tears,11.0,2.2
crochet,family,11.0,2.2
cute,posted,11.0,2.2
machine,sketch,11.0,2.2
feel,haircut,11.0,2.2
match,moss,11.0,2.2
art,sailing,11.0,2.2
foliage,restaurant,11.0,2.2
tea,village,11.0,2.2
branch,feline,11.0,2.2
day,plane,11.0,2.2
gold,idea,11.0,2.2
moon,mushrooms,11.0,2.2
interior,tall,11.0,2.2
mallard,portrait,11.0,2.2
living,stitches,11.0,2.2
fun,morning,11.0,2.2
dripping,rust,11.0,2.2
fun,stop,11.0,2.2
gull,mill,11.0,2.2
dirty,friends,11.0,2.2
blue,hand,11.0,2.2
bucket,curve,11.0,2.2
patio,swan,11.0,2.2
body,miniature,11.0,2.2
cafe,children,11.0,2.2
belly,stripes,11.0,2.2
mural,taxi,11.0,2.2
furniture,man,11.0,2.2
beads,library,11.0,2.2
daffodils,wool,11.0,2.2
eat,shade,11.0,2.2
collection,jellyfish,11.0,2.2
country,elephant,11.0,2.2
line,temple,11.0,2.2
beads,chess,11.0,2.2
skirt,wig,11.0,2.2
daisy,flood,11.0,2.2
camera,rally,11.0,2.2
happy,sitting,11.0,2.2
bottle,construction,11.0,2.2
auto,bright,11.0,2.2
computer,railway,11.0,2.2
night,sitting,11.0,2.2
hair,lizard,11.0,2.2
happy,licking,11.0,2.2
jump,sunlight,11.0,2.2
desert,smoke,11.0,2.2
chopper,window,11.0,2.2
left,rusty,11.0,2.2
hanging,stop,11.0,2.2
animals,sandwich,11.0,2.2
cute,dirty,11.0,2.2
cafe,drawn,11.0,2.2
boxer,pyramid,11.0,2.2
arms,television,10.0,2.0
feel,hanging,10.0,2.0
asphalt,moon,10.0,2.0
dusk,skirt,10.0,2.0
car,skull,10.0,2.0
left,sitting,10.0,2.0
outfit,rock,10.0,2.0
mom,stop,10.0,2.0
dripping,round,10.0,2.0
friends,stop,10.0,2.0
asphalt,water,10.0,2.0
sitting,tears,10.0,2.0
cafe,spiral,10.0,2.0
ad,bacon,10.0,2.0
green,phone,10.0,2.0
duck,outfit,10.0,2.0
coast,zebra,10.0,2.0
breakfast,makeup,10.0,2.0
purple,stripes,10.0,2.0
clothes,skyline,10.0,2.0
step,wind,10.0,2.0
portrait,rocket,10.0,2.0
break,glittering,10.0,2.0
construction,sailing,10.0,2.0
boys,gate,10.0,2.0
lens,storm,10.0,2.0
orange,school,10.0,2.0
shirt,show,10.0,2.0
gasoline,pepper,10.0,2.0
drug,sing,10.0,2.0
stickers,track,10.0,2.0
furniture,nature,10.0,2.0
played,rail,10.0,2.0
rusty,stand,10.0,2.0
military,wasp,10.0,2.0
port,squirrel,10.0,2.0
grapes,rainbow,10.0,2.0
flood,neon,10.0,2.0
morning,tears,10.0,2.0
memorial,rope,10.0,2.0
bright,rusty,10.0,2.0
home,wet,10.0,2.0
feathers,sunflower,10.0,2.0
house,stop,10.0,2.0
plant,skate,10.0,2.0
cocktail,dandelion,10.0,2.0
airport,feet,10.0,2.0
display,pond,10.0,2.0
alley,bloom,10.0,2.0
escalator,redhead,10.0,2.0
caterpillars,painted,10.0,2.0
bacon,wild,10.0,2.0
stand,tears,10.0,2.0
collar,tiger,10.0,2.0
car,hawk,10.0,2.0
burn,reading,10.0,2.0
cigarette,living,10.0,2.0
footprint,scooter,10.0,2.0
barn,mug,10.0,2.0
bacon,guy,10.0,2.0
keyboard,soldiers,10.0,2.0
cute,sitting,10.0,2.0
track,yellow,10.0,2.0
bag,dude,10.0,2.0
lady,stop,10.0,2.0
arrow,mural,10.0,2.0
jacket,stream,10.0,2.0
lab,rusty,10.0,2.0
jaguar,storm,10.0,2.0
dirty,smile,10.0,2.0
friends,rusty,10.0,2.0
morning,stop,10.0,2.0
cemetery,males,10.0,2.0
jump,stitches,10.0,2.0
friends,left,10.0,2.0
family,hawk,10.0,2.0
monster,rock,10.0,2.0
feel,time,10.0,2.0
face,hanging,10.0,2.0
pizza,railway,10.0,2.0
cross,shopping,10.0,2.0
guy,hanging,10.0,2.0
craft,van,10.0,2.0
art,beer,9.0,1.8
beard,flamingo,9.0,1.8
monster,shell,9.0,1.8
bench,mask,9.0,1.8
club,river,9.0,1.8
boxer,children,9.0,1.8
fungi,leather,9.0,1.8
licking,stop,9.0,1.8
creatures,reading,9.0,1.8
ivy,urban,9.0,1.8
bed,candy,9.0,1.8
feel,spiral,9.0,1.8
hockey,signed,9.0,1.8
daughter,pub,9.0,1.8
idea,rusty,9.0,1.8
lighting,man,9.0,1.8
dude,posted,9.0,1.8
mill,puddle,9.0,1.8
santa,table,9.0,1.8
action,whiskers,9.0,1.8
eat,web,9.0,1.8
hot,winter,9.0,1.8
dog,silver,9.0,1.8
lips,run,9.0,1.8
porch,pug,9.0,1.8
birds,pregnancy,9.0,1.8
camera,crow,9.0,1.8
eat,truck,9.0,1.8
licking,marble,9.0,1.8
rabbit,stop,9.0,1.8
paper,railway,9.0,1.8
poster,tank,9.0,1.8
clothes,transformers,9.0,1.8
smoking,sunny,9.0,1.8
cactus,leg,9.0,1.8
held,theatre,9.0,1.8
arms,outdoor,9.0,1.8
lighting,panda,9.0,1.8
punk,toes,9.0,1.8
branch,protest,9.0,1.8
daughter,graphic,9.0,1.8
air,fruit,9.0,1.8
book,copper,9.0,1.8
night,stickers,9.0,1.8
explosion,table,9.0,1.8
snake,strawberry,9.0,1.8
dragon,dropped,9.0,1.8
dog,sailing,9.0,1.8
burn,ripples,9.0,1.8
clock,pink,9.0,1.8
kittens,lingerie,9.0,1.8
abandoned,frost,9.0,1.8
chicken,star,9.0,1.8
seed,stairs,9.0,1.8
left,night,9.0,1.8
small,valley,9.0,1.8
green,number,9.0,1.8
left,morning,9.0,1.8
locked,mannequin,9.0,1.8
shade,whiskers,9.0,1.8
collar,garbage,9.0,1.8
ink,organ,9.0,1.8
poppy,store,9.0,1.8
smoking,vine,9.0,1.8
flame,words,9.0,1.8
daffodils,frost,9.0,1.8
dancers,rusty,9.0,1.8
canal,coffee,9.0,1.8
camera,mallard,9.0,1.8
noodles,pigeon,9.0,1.8
couple,square,9.0,1.8
rainbow,whale,9.0,1.8
flying,keyboard,9.0,1.8
soup,view,9.0,1.8
goats,pebbles,9.0,1.8
abandoned,button,9.0,1.8
belly,dark,9.0,1.8
diamond,parade,9.0,1.8
horse,sweet,9.0,1.8
ancient,pod,9.0,1.8
banana,feet,9.0,1.8
shed,traffic,9.0,1.8
bucket,morning,9.0,1.8
bucket,duck,8.0,1.6
dessert,eyes,8.0,1.6
cold,flag,8.0,1.6
skin,television,8.0,1.6
bedroom,feline,8.0,1.6
palm,traffic,8.0,1.6
necklace,snow,8.0,1.6
licking,origami,8.0,1.6
protest,tiles,8.0,1.6
beetles,chocolate,8.0,1.6
monkeys,pumpkin,8.0,1.6
cop,music,8.0,1.6
beard,sports,8.0,1.6
gasoline,summer,8.0,1.6
footprint,holiday,8.0,1.6
abandoned,crane,8.0,1.6
car,pigs,8.0,1.6
grave,santa,8.0,1.6
iron,splash,8.0,1.6
dirt,gymnastics,8.0,1.6
orange,wet,8.0,1.6
ceramic,ocean,8.0,1.6
vintage,zebra,8.0,1.6
hair,shore,8.0,1.6
lingerie,underground,8.0,1.6
marble,postcards,8.0,1.6
fish,leg,8.0,1.6
book,smoking,8.0,1.6
kiss,rusty,8.0,1.6
canal,number,8.0,1.6
kitchen,sleep,8.0,1.6
cherry,lamb,8.0,1.6
bag,cop,8.0,1.6
leaf,moon,8.0,1.6
dude,time,8.0,1.6
kitchen,outfit,8.0,1.6
garbage,jean,8.0,1.6
bedroom,downtown,8.0,1.6
grass,ski,8.0,1.6
day,held,8.0,1.6
mug,vehicle,8.0,1.6
lighting,small,8.0,1.6
sea,sing,8.0,1.6
computer,farm,8.0,1.6
feline,pumpkin,8.0,1.6
jean,map,8.0,1.6
dirty,eagle,8.0,1.6
book,ceramic,8.0,1.6
van,vine,8.0,1.6
desert,roof,8.0,1.6
seagull,tag,8.0,1.6
jewelry,muscle,8.0,1.6
milk,outdoor,8.0,1.6
guy,rusty,8.0,1.6
chocolate,jellyfish,8.0,1.6
boxer,stairs,8.0,1.6
jaguar,pier,7.0,1.4
nuts,waterfall,7.0,1.4
bread,chair,7.0,1.4
goats,vinyl,7.0,1.4
kittens,rain,7.0,1.4
hanging,smile,7.0,1.4
bikini,sculpture,7.0,1.4
bible,dirt,7.0,1.4
portrait,underground,7.0,1.4
clock,stripes,7.0,1.4
buds,floor,7.0,1.4
air,knitting,7.0,1.4
idea,stop,7.0,1.4
haircut,stop,7.0,1.4
storm,sweet,7.0,1.4
auto,santa,7.0,1.4
marble,sing,7.0,1.4
drive,ear,7.0,1.4
born,subway,7.0,1.4
pumpkin,road,7.0,1.4
makeup,race,7.0,1.4
washing,web,7.0,1.4
haircut,pyramid,7.0,1.4
blonde,rock,7.0,1.4
belly,field,7.0,1.4
mammals,yellow,7.0,1.4
painted,sing,7.0,1.4
cat,locomotives,7.0,1.4
dead,sidewalk,7.0,1.4
angel,pod,7.0,1.4
eat,underwater,7.0,1.4
makeup,square,7.0,1.4
cigarette,tiles,7.0,1.4
museum,scratch,7.0,1.4
butterfly,stadium,7.0,1.4
graveyard,porch,7.0,1.4
flame,peacock,7.0,1.4
chopper,poppy,7.0,1.4
rusty,tears,7.0,1.4
bloom,friends,7.0,1.4
gun,jaguar,7.0,1.4
guy,stop,7.0,1.4
cloud,kittens,7.0,1.4
pillow,stone,7.0,1.4
stockings,tomato,7.0,1.4
frost,protest,7.0,1.4
signed,stockings,7.0,1.4
angel,asphalt,7.0,1.4
ski,skirt,7.0,1.4
cat,purple,7.0,1.4
diner,muscle,7.0,1.4
marble,sunglasses,7.0,1.4
berry,flying,7.0,1.4
chocolate,rock,7.0,1.4
airplane,guitar,7.0,1.4
bread,ocean,7.0,1.4
bay,chipmunk,7.0,1.4
tall,wool,7.0,1.4
restaurant,violet,7.0,1.4
dropped,fun,7.0,1.4
purple,twigs,7.0,1.4
cemetery,cone,7.0,1.4
face,stop,7.0,1.4
dude,stop,7.0,1.4
bicycle,handwriting,7.0,1.4
chapel,dusk,7.0,1.4
cute,twigs,7.0,1.4
dragon,oak,7.0,1.4
drug,reflection,7.0,1.4
apple,relaxed,7.0,1.4
bakery,panorama,7.0,1.4
mallard,poster,7.0,1.4
snake,taxi,7.0,1.4
dessert,head,7.0,1.4
born,hockey,7.0,1.4
puddle,red,7.0,1.4
brick,dress,7.0,1.4
building,zombie,7.0,1.4
neon,tank,7.0,1.4
bible,cottage,7.0,1.4
bath,panorama,7.0,1.4
automobile,fabric,7.0,1.4
gun,picture,7.0,1.4
cow,table,6.0,1.2
born,construction,6.0,1.2
dye,kiss,6.0,1.2
baseball,born,6.0,1.2
crab,grave,6.0,1.2
craft,soup,6.0,1.2
locked,misty,6.0,1.2
horse,interior,6.0,1.2
grass,stop,6.0,1.2
jellyfish,punk,6.0,1.2
parade,salad,6.0,1.2
reptiles,vacation,6.0,1.2
clown,flood,6.0,1.2
aerial,violet,6.0,1.2
crab,ink,6.0,1.2
canyon,pizza,6.0,1.2
butterfly,left,6.0,1.2
