word1,word2,similarity_out_of_7,similarity
beef,chicken,6,8.333333333333334
graphic,roof,1,0.0
cooking,frozen,3,3.3333333333333335
kiss,tear,3,3.3333333333333335
bathroom,dude,1,0.0
dessert,meat,3,3.3333333333333335
footprint,scooter,1,0.0
dusk,sunrise,6,8.333333333333334
bicycle,green,2,1.6666666666666667
bloom,dandelion,5,6.666666666666667
lick,rusty,1,0.0
animal,clown,1,0.0
clock,pink,1,0.0
coast,sea,5,6.666666666666667
smoke,sun,2,1.6666666666666667
bud,foliage,4,5.0
dead,guy,3,3.3333333333333335
chocolate,strawberry,5,6.666666666666667
deer,elephant,5,6.666666666666667
friend,lady,2,1.6666666666666667
friend,love,3,3.3333333333333335
play,stadium,5,6.666666666666667
cow,table,1,0.0
dog,husky,6,8.333333333333334
blossom,flower,6,8.333333333333334
bottle,library,1,0.0
stand,tear,1,0.0
interior,outdoor,4,5.0
bird,pelican,6,8.333333333333334
daisy,violet,6,8.333333333333334
dog,lick,5,6.666666666666667
chocolate,wig,1,0.0
grass,weed,6,8.333333333333334
friend,stop,2,1.6666666666666667
guy,happy,2,1.6666666666666667
black,brown,6,8.333333333333334
ceramic,church,2,1.6666666666666667
berry,fruit,6,8.333333333333334
family,male,3,3.3333333333333335
chocolate,rock,1,0.0
coffee,dinner,4,5.0
airplane,wing,6,8.333333333333334
camera,photography,6,8.333333333333334
stripe,weather,1,0.0
kitty,lick,4,5.0
crochet,family,1,0.0
color,purple,6,8.333333333333334
guy,rusty,1,0.0
carnival,wool,1,0.0
haircut,hang,1,0.0
smile,walk,1,0.0
fire,flame,7,10.0
band,outfit,3,3.3333333333333335
bar,restaurant,6,8.333333333333334
rail,subway,5,6.666666666666667
small,village,3,3.3333333333333335
daughter,graphic,1,0.0
evening,time,5,6.666666666666667
guy,kiss,2,1.6666666666666667
advertisement,pond,1,0.0
frozen,raspberry,3,3.3333333333333335
blonde,hair,6,8.333333333333334
morning,sit,1,0.0
flight,jaguar,1,0.0
dandelion,stand,1,0.0
shop,show,1,0.0
tea,village,1,0.0
break,glitter,1,0.0
cliff,sea,5,6.666666666666667
boy,hand,2,1.6666666666666667
bathroom,kitchen,5,6.666666666666667
pool,swimming,6,8.333333333333334
sit,time,1,0.0
car,hawk,1,0.0
reptile,vacation,1,0.0
friend,sit,1,0.0
bakery,zebra,1,0.0
hill,rust,1,0.0
porch,stone,3,3.3333333333333335
misty,sunny,4,5.0
flower,yellow,4,5.0
jean,map,1,0.0
band,guitar,4,5.0
grape,wine,6,8.333333333333334
old,town,3,3.3333333333333335
reptile,stork,3,3.3333333333333335
seagull,urban,2,1.6666666666666667
flame,sidewalk,1,0.0
metro,subway,7,10.0
night,sit,2,1.6666666666666667
chair,ipod,1,0.0
petal,pug,1,0.0
dragonfly,insect,6,8.333333333333334
misty,morning,4,5.0
black,skirt,4,5.0
brown,pelican,4,5.0
shop,store,7,10.0
sun,sunshine,6,8.333333333333334
desert,smoke,2,1.6666666666666667
gun,quote,1,0.0
chicken,mammal,3,3.3333333333333335
female,machine,1,0.0
garage,garden,5,6.666666666666667
dandelion,grass,4,5.0
airplane,airport,5,6.666666666666667
lego,rodent,1,0.0
graphic,illustration,5,6.666666666666667
orange,shop,1,0.0
live,makeup,1,0.0
drop,rusty,2,1.6666666666666667
ceiling,kitchen,4,5.0
brown,hawk,5,6.666666666666667
cafe,pub,6,8.333333333333334
dark,grey,6,8.333333333333334
dessert,diner,4,5.0
hotel,sand,1,0.0
curl,lick,2,1.6666666666666667
makeup,town,1,0.0
floor,marble,4,5.0
car,skull,1,0.0
festival,gate,1,0.0
sink,time,1,0.0
hair,shore,1,0.0
feel,guy,2,1.6666666666666667
orange,violet,2,1.6666666666666667
food,gull,2,1.6666666666666667
city,family,2,1.6666666666666667
bathroom,porch,3,3.3333333333333335
kitchen,sit,2,1.6666666666666667
feather,truck,1,0.0
photography,portrait,5,6.666666666666667
play,sign,2,1.6666666666666667
sea,sink,4,5.0
bicycle,bike,7,10.0
van,vine,1,0.0
dinner,night,5,6.666666666666667
frog,subway,1,0.0
door,kitchen,4,5.0
family,town,2,1.6666666666666667
match,stadium,6,8.333333333333334
red,violet,3,3.3333333333333335
fall,stand,5,6.666666666666667
doodle,scratch,7,10.0
skate,vehicle,4,5.0
dew,frost,6,8.333333333333334
mill,windmill,7,10.0
architecture,skyline,5,6.666666666666667
amphibian,insect,5,6.666666666666667
jump,salad,1,0.0
bird,flamingo,6,8.333333333333334
noodle,rice,6,8.333333333333334
bacon,soup,4,5.0
gasoline,town,1,0.0
sport,swimming,6,8.333333333333334
colorful,outfit,6,8.333333333333334
beach,sea,6,8.333333333333334
chapel,gravestone,5,6.666666666666667
bud,twig,5,6.666666666666667
dude,stop,1,0.0
cake,chocolate,5,6.666666666666667
coast,sailing,4,5.0
butterfly,dragonfly,6,8.333333333333334
cold,puddle,3,3.3333333333333335
dragonfly,frog,3,3.3333333333333335
nature,snowman,1,0.0
beauty,peacock,2,1.6666666666666667
sit,staircase,2,1.6666666666666667
bright,purple,3,3.3333333333333335
bathroom,staircase,3,3.3333333333333335
bread,dessert,5,6.666666666666667
smile,time,1,0.0
lion,pelican,4,5.0
happy,stand,1,0.0
brick,house,5,6.666666666666667
camel,highway,1,0.0
downtown,shore,2,1.6666666666666667
friend,night,2,1.6666666666666667
pink,yellow,5,6.666666666666667
church,interior,3,3.3333333333333335
flamingo,mammal,3,3.3333333333333335
interior,skyline,2,1.6666666666666667
dirty,tear,1,0.0
clothes,outfit,6,8.333333333333334
drip,water,6,8.333333333333334
parrot,pelican,6,8.333333333333334
canine,poodle,5,6.666666666666667
shirt,show,1,0.0
pregnancy,pregnant,7,10.0
canine,paw,5,6.666666666666667
harbor,sink,3,3.3333333333333335
blue,red,5,6.666666666666667
dawn,dusk,6,8.333333333333334
dragonfly,hummingbird,5,6.666666666666667
stocking,tomato,1,0.0
marble,wall,4,5.0
painting,work,4,5.0
food,wild,1,0.0
auto,bright,1,0.0
hockey,sign,1,0.0
bathroom,patio,4,5.0
brown,wet,2,1.6666666666666667
collage,paint,3,3.3333333333333335
foliage,tall,2,1.6666666666666667
kiss,sit,1,0.0
redhead,reflection,1,0.0
mom,snowman,2,1.6666666666666667
house,windmill,4,5.0
hair,haircut,6,8.333333333333334
boxer,diner,1,0.0
leather,weed,1,0.0
idea,rusty,1,0.0
summer,sunshine,5,6.666666666666667
kiss,lip,6,8.333333333333334
floor,skyscraper,4,5.0
cattle,farm,5,6.666666666666667
automobile,truck,6,8.333333333333334
interior,paint,4,5.0
breakfast,staircase,1,0.0
guitar,piano,6,8.333333333333334
brown,grey,6,8.333333333333334
flower,foliage,5,6.666666666666667
city,metro,5,6.666666666666667
cooking,meat,5,6.666666666666667
aircraft,wing,6,8.333333333333334
twig,underground,1,0.0
cigarette,smoking,6,8.333333333333334
fun,tear,3,3.3333333333333335
bedroom,diner,1,0.0
purple,violet,5,6.666666666666667
cemetery,male,1,0.0
roof,wall,6,8.333333333333334
patio,woman,1,0.0
brick,skyscraper,3,3.3333333333333335
paint,sculpture,4,5.0
couple,post,1,0.0
puppy,skyline,1,0.0
breakfast,people,2,1.6666666666666667
cat,whisker,5,6.666666666666667
cheetah,flame,1,0.0
floor,sit,4,5.0
coast,zebra,1,0.0
desert,mountain,5,6.666666666666667
hand,stand,1,0.0
autumn,daffodil,1,0.0
insect,twig,3,3.3333333333333335
palm,twig,4,5.0
cheetah,phone,1,0.0
couple,outdoor,1,0.0
air,carnival,1,0.0
bucket,water,5,6.666666666666667
foliage,tree,6,8.333333333333334
mallard,poster,1,0.0
arm,caterpillar,1,0.0
paint,painting,7,10.0
cute,feel,2,1.6666666666666667
memorial,people,2,1.6666666666666667
morning,weather,2,1.6666666666666667
crab,ink,1,0.0
graffito,interior,2,1.6666666666666667
dirty,friend,1,0.0
dress,wedding,5,6.666666666666667
craft,soup,1,0.0
station,train,6,8.333333333333334
cold,sun,4,5.0
nest,wasp,5,6.666666666666667
ivy,tree,4,5.0
daisy,plant,5,6.666666666666667
bus,taxi,6,8.333333333333334
museum,swim,1,0.0
coin,silver,5,6.666666666666667
air,dew,3,3.3333333333333335
chocolate,dessert,5,6.666666666666667
dragonfly,reptile,4,5.0
goose,swan,6,8.333333333333334
theatre,wolf,1,0.0
lake,whale,2,1.6666666666666667
ceramic,floor,4,5.0
concrete,swan,1,0.0
cute,lady,3,3.3333333333333335
chair,word,1,0.0
misty,sunset,4,5.0
craft,note,2,1.6666666666666667
eat,web,1,0.0
palace,ruin,5,6.666666666666667
shade,twig,3,3.3333333333333335
concrete,pin,1,0.0
desert,roof,2,1.6666666666666667
happy,home,2,1.6666666666666667
heart,love,5,6.666666666666667
car,tongue,1,0.0
puppy,terrier,5,6.666666666666667
apple,cute,1,0.0
feather,goose,5,6.666666666666667
bath,hot,5,6.666666666666667
fungus,mushroom,6,8.333333333333334
bottle,construction,1,0.0
burger,food,5,6.666666666666667
bird,eagle,6,8.333333333333334
handwriting,write,5,6.666666666666667
paw,protest,1,0.0
ball,drop,3,3.3333333333333335
demolition,interior,2,1.6666666666666667
bay,harbour,5,6.666666666666667
building,staircase,6,8.333333333333334
bear,son,2,1.6666666666666667
airport,foot,2,1.6666666666666667
sweet,wine,3,3.3333333333333335
color,violet,4,5.0
moon,mushroom,1,0.0
breakfast,relax,3,3.3333333333333335
brick,dress,1,0.0
number,web,1,0.0
downtown,street,4,5.0
animal,cattle,4,5.0
game,sign,1,0.0
door,stair,5,6.666666666666667
daisy,petal,6,8.333333333333334
couple,female,4,5.0
concert,music,6,8.333333333333334
bloom,petal,5,6.666666666666667
lighting,sleep,1,0.0
cat,garden,2,1.6666666666666667
cooking,dessert,5,6.666666666666667
dirty,fun,1,0.0
book,copper,1,0.0
colour,purple,6,8.333333333333334
boardwalk,drop,1,0.0
automobile,fabric,2,1.6666666666666667
marble,sing,1,0.0
cute,mom,2,1.6666666666666667
moon,sky,5,6.666666666666667
landscape,stadium,2,1.6666666666666667
hair,stencil,2,1.6666666666666667
dessert,frozen,4,5.0
hummingbird,mammal,4,5.0
automobile,car,7,10.0
snow,sunny,4,5.0
belly,dirty,2,1.6666666666666667
coast,harbor,5,6.666666666666667
jazz,musician,5,6.666666666666667
guy,walk,3,3.3333333333333335
duck,mallard,6,8.333333333333334
beach,harbour,5,6.666666666666667
boxer,swimming,2,1.6666666666666667
flight,rain,1,0.0
fall,stop,3,3.3333333333333335
frozen,shop,1,0.0
game,match,6,8.333333333333334
cafe,spiral,1,0.0
bracelet,necklace,6,8.333333333333334
blue,colour,6,8.333333333333334
fun,haircut,2,1.6666666666666667
downtown,hockey,1,0.0
daffodil,rose,6,8.333333333333334
building,skyscraper,6,8.333333333333334
house,staircase,5,6.666666666666667
gull,reptile,3,3.3333333333333335
floor,room,5,6.666666666666667
drug,musician,3,3.3333333333333335
breakfast,lunch,6,8.333333333333334
banana,foot,1,0.0
decoration,interior,5,6.666666666666667
button,sticker,5,6.666666666666667
jazz,music,6,8.333333333333334
amphibian,stork,3,3.3333333333333335
color,red,6,8.333333333333334
dusk,hummingbird,1,0.0
shirt,sock,5,6.666666666666667
exhibition,sculpture,5,6.666666666666667
cafe,lunch,5,6.666666666666667
sing,write,3,3.3333333333333335
grey,orange,5,6.666666666666667
cactus,gasoline,1,0.0
guy,smile,3,3.3333333333333335
leave,sit,3,3.3333333333333335
bread,sandwich,6,8.333333333333334
carrot,fruit,4,5.0
grey,white,6,8.333333333333334
eat,underwater,1,0.0
dew,engine,1,0.0
black,bright,3,3.3333333333333335
hair,lizard,1,0.0
foot,tall,2,1.6666666666666667
dude,friend,4,5.0
boardwalk,evening,1,0.0
black,blue,6,8.333333333333334
guitar,rock,5,6.666666666666667
hill,horizon,4,5.0
chicken,meat,5,6.666666666666667
gull,pelican,6,8.333333333333334
dark,purple,5,6.666666666666667
light,lighting,5,6.666666666666667
band,stocking,1,0.0
clothes,sexy,3,3.3333333333333335
boot,cliff,1,0.0
outfit,rock,3,3.3333333333333335
haircut,pyramid,1,0.0
ivy,urban,1,0.0
leaf,moon,1,0.0
petal,tulip,5,6.666666666666667
bedroom,door,4,5.0
post,tulip,1,0.0
sand,sea,4,5.0
cafe,lizard,1,0.0
button,flower,2,1.6666666666666667
demolition,tall,2,1.6666666666666667
pepper,salad,5,6.666666666666667
red,stripe,5,6.666666666666667
rock,track,4,5.0
blue,bright,3,3.3333333333333335
cafe,restaurant,6,8.333333333333334
sailing,ship,6,8.333333333333334
blonde,eye,2,1.6666666666666667
cafe,reflection,1,0.0
pin,truck,1,0.0
beach,holiday,3,3.3333333333333335
parrot,wing,1,0.0
concert,rock,5,6.666666666666667
ruin,valley,3,3.3333333333333335
hawk,hummingbird,4,5.0
fungus,plant,5,6.666666666666667
canyon,river,3,3.3333333333333335
kitchen,patio,3,3.3333333333333335
architecture,table,3,3.3333333333333335
post,white,1,0.0
model,toe,1,0.0
ruin,stone,5,6.666666666666667
dragonfly,pond,3,3.3333333333333335
mist,temple,2,1.6666666666666667
live,stitch,1,0.0
boardwalk,trail,5,6.666666666666667
bird,owl,6,8.333333333333334
couple,old,3,3.3333333333333335
bedroom,floor,4,5.0
elephant,giraffe,5,6.666666666666667
door,room,5,6.666666666666667
love,smile,4,5.0
gravestone,pattern,2,1.6666666666666667
wash,water,6,8.333333333333334
dirty,haircut,3,3.3333333333333335
fruit,peel,5,6.666666666666667
grass,ski,2,1.6666666666666667
arch,wall,3,3.3333333333333335
downtown,highway,3,3.3333333333333335
bed,relax,5,6.666666666666667
ink,tropical,1,0.0
cone,hill,2,1.6666666666666667
lick,marble,1,0.0
dog,pet,6,8.333333333333334
splash,swim,4,5.0
cold,drip,2,1.6666666666666667
beef,cattle,5,6.666666666666667
port,squirrel,1,0.0
diner,kitchen,5,6.666666666666667
mammal,reptile,5,6.666666666666667
port,ship,5,6.666666666666667
chapel,ruin,4,5.0
dessert,salad,4,5.0
porch,wall,2,1.6666666666666667
angel,asphalt,1,0.0
abstract,frog,1,0.0
belly,black,1,0.0
cold,wet,4,5.0
berry,blossom,3,3.3333333333333335
amphibian,pelican,3,3.3333333333333335
abandon,ruin,5,6.666666666666667
bloom,daffodil,5,6.666666666666667
foliage,twig,5,6.666666666666667
hummingbird,rodent,3,3.3333333333333335
cross,shopping,1,0.0
jellyfish,texture,2,1.6666666666666667
cop,gravestone,1,0.0
camera,painting,2,1.6666666666666667
cherry,sweet,5,6.666666666666667
fountain,hill,2,1.6666666666666667
cow,station,1,0.0
cute,kid,3,3.3333333333333335
chicken,star,1,0.0
bath,floor,2,1.6666666666666667
frost,shade,3,3.3333333333333335
feather,stork,5,6.666666666666667
dessert,tomato,4,5.0
blur,lens,4,5.0
sunny,zoo,1,0.0
purple,red,6,8.333333333333334
chain,engine,2,1.6666666666666667
spring,sunshine,3,3.3333333333333335
aquarium,tank,6,8.333333333333334
guitar,music,6,8.333333333333334
makeup,skull,1,0.0
blue,hand,1,0.0
eat,sweet,4,5.0
red,tea,1,0.0
cherry,meat,4,5.0
bead,library,1,0.0
building,sidewalk,3,3.3333333333333335
garbage,underground,1,0.0
play,spiral,1,0.0
hang,smile,1,0.0
summer,weather,4,5.0
female,old,3,3.3333333333333335
monster,rock,1,0.0
shed,traffic,1,0.0
potato,tomato,6,8.333333333333334
crow,gull,6,8.333333333333334
female,square,1,0.0
sky,sunny,5,6.666666666666667
dark,pod,1,0.0
eat,shade,1,0.0
bikini,lake,2,1.6666666666666667
insect,stork,3,3.3333333333333335
burger,salad,5,6.666666666666667
construction,interior,5,6.666666666666667
feel,spiral,1,0.0
puddle,street,2,1.6666666666666667
giraffe,zoo,5,6.666666666666667
post,view,2,1.6666666666666667
sea,water,6,8.333333333333334
live,male,2,1.6666666666666667
bottle,glass,6,8.333333333333334
boxer,reflection,1,0.0
poodle,terrier,5,6.666666666666667
bag,flag,1,0.0
bed,breakfast,2,1.6666666666666667
jump,stitch,1,0.0
nest,twig,2,1.6666666666666667
drug,sing,1,0.0
kitchen,outfit,1,0.0
green,shade,4,5.0
ceiling,patio,3,3.3333333333333335
gull,mallard,6,8.333333333333334
rail,railway,6,8.333333333333334
door,wall,5,6.666666666666667
bloom,plant,5,6.666666666666667
festival,whisker,1,0.0
interior,stair,4,5.0
fog,sunny,4,5.0
glitter,gold,5,6.666666666666667
pizza,railway,1,0.0
stream,waterfall,5,6.666666666666667
chair,holiday,1,0.0
hill,path,3,3.3333333333333335
cloud,sky,5,6.666666666666667
bucket,duck,1,0.0
horse,interior,1,0.0
hot,sunny,5,6.666666666666667
coast,sink,2,1.6666666666666667
bear,hockey,1,0.0
feather,owl,5,6.666666666666667
bird,reptile,5,6.666666666666667
alley,punk,1,0.0
post,quote,3,3.3333333333333335
door,lock,6,8.333333333333334
desert,road,2,1.6666666666666667
cooking,noodle,5,6.666666666666667
butterfly,hummingbird,4,5.0
highway,squirrel,1,0.0
brick,roof,6,8.333333333333334
pub,snowman,1,0.0
light,neon,6,8.333333333333334
blonde,girl,5,6.666666666666667
shopping,store,6,8.333333333333334
construction,demolition,6,8.333333333333334
beach,cliff,5,6.666666666666667
note,rally,1,0.0
fruit,meat,5,6.666666666666667
dark,white,4,5.0
redhead,rusty,1,0.0
swim,vehicle,2,1.6666666666666667
lick,puppy,4,5.0
canine,terrier,5,6.666666666666667
butterfly,caterpillar,5,6.666666666666667
punk,rock,6,8.333333333333334
ice,sheep,1,0.0
petal,yellow,4,5.0
red,uniform,1,0.0
bright,raspberry,1,0.0
misty,mountain,3,3.3333333333333335
cottage,outfit,1,0.0
bright,pink,4,5.0
hang,sit,1,0.0
happy,smile,4,5.0
gasoline,summer,1,0.0
plant,seed,5,6.666666666666667
band,music,5,6.666666666666667
bird,goose,6,8.333333333333334
mammal,rope,1,0.0
chicken,rice,5,6.666666666666667
beauty,scenery,5,6.666666666666667
bird,feather,6,8.333333333333334
camel,outdoor,3,3.3333333333333335
bloom,tulip,5,6.666666666666667
cheerleader,scenery,1,0.0
flamingo,office,1,0.0
cherry,strawberry,6,8.333333333333334
bacon,beef,6,8.333333333333334
blonde,dark,4,5.0
black,white,6,8.333333333333334
jacket,jean,6,8.333333333333334
shop,shopping,7,10.0
dinner,lunch,6,8.333333333333334
kitchen,wash,4,5.0
feather,hummingbird,5,6.666666666666667
husky,match,1,0.0
jewelry,muscle,1,0.0
surfer,wave,5,6.666666666666667
button,police,2,1.6666666666666667
building,zombie,1,0.0
ceiling,window,5,6.666666666666667
bikini,swimsuit,6,8.333333333333334
coast,harbour,5,6.666666666666667
sailing,shore,5,6.666666666666667
pizza,restaurant,5,6.666666666666667
diner,sushi,3,3.3333333333333335
cigarette,tile,1,0.0
meat,pepper,4,5.0
bedroom,breakfast,3,3.3333333333333335
hummingbird,nest,5,6.666666666666667
hot,wet,3,3.3333333333333335
bar,boat,1,0.0
mist,sunlight,3,3.3333333333333335
building,roof,5,6.666666666666667
coffee,room,1,0.0
cold,ear,1,0.0
drip,rusty,2,1.6666666666666667
belly,dance,3,3.3333333333333335
office,woman,2,1.6666666666666667
dog,poodle,6,8.333333333333334
daffodil,plant,5,6.666666666666667
day,horse,1,0.0
dragonfly,piano,1,0.0
cross,post,1,0.0
cafe,diner,7,10.0
flight,whisker,1,0.0
face,happy,3,3.3333333333333335
lip,run,1,0.0
cute,music,1,0.0
raspberry,strawberry,6,8.333333333333334
bath,wine,1,0.0
match,play,6,8.333333333333334
flamingo,mallard,6,8.333333333333334
cat,purple,1,0.0
flower,petal,6,8.333333333333334
metal,punk,6,8.333333333333334
bright,rusty,2,1.6666666666666667
house,stop,2,1.6666666666666667
rain,sun,5,6.666666666666667
cake,christmas,3,3.3333333333333335
boy,live,2,1.6666666666666667
city,lamp,2,1.6666666666666667
bed,candy,1,0.0
egg,family,1,0.0
beach,coast,5,6.666666666666667
party,seat,2,1.6666666666666667
kitten,lingerie,1,0.0
insect,reptile,5,6.666666666666667
paw,whisker,4,5.0
bridge,ceramic,1,0.0
frozen,meat,4,5.0
bar,female,1,0.0
explosion,fire,5,6.666666666666667
bench,boardwalk,3,3.3333333333333335
field,red,1,0.0
daisy,grass,4,5.0
concert,sing,5,6.666666666666667
beer,patio,3,3.3333333333333335
insect,rodent,4,5.0
foliage,orchid,4,5.0
door,interior,5,6.666666666666667
happy,walk,1,0.0
morning,night,6,8.333333333333334
hot,wash,4,5.0
jump,sunlight,1,0.0
mountain,valley,6,8.333333333333334
desert,scenery,4,5.0
piano,wolf,1,0.0
lady,sunset,1,0.0
beach,shore,5,6.666666666666667
blur,metro,1,0.0
copper,silver,6,8.333333333333334
porch,roof,2,1.6666666666666667
foliage,lily,4,5.0
bright,grey,3,3.3333333333333335
flag,quote,1,0.0
feather,pelican,5,6.666666666666667
handle,shop,2,1.6666666666666667
fun,game,5,6.666666666666667
insect,plant,4,5.0
old,seat,2,1.6666666666666667
foliage,petal,3,3.3333333333333335
cute,post,1,0.0
cold,winter,5,6.666666666666667
panorama,view,7,10.0
kitten,paw,5,6.666666666666667
grave,number,1,0.0
daisy,flood,1,0.0
bucket,morning,1,0.0
panorama,scenery,7,10.0
bench,sit,6,8.333333333333334
glitter,smile,1,0.0
berry,sweet,5,6.666666666666667
soup,wool,1,0.0
meat,potato,5,6.666666666666667
frost,hot,3,3.3333333333333335
oak,petal,3,3.3333333333333335
bacon,tomato,4,5.0
bath,kitchen,3,3.3333333333333335
bridge,ford,4,5.0
airport,flight,5,6.666666666666667
lighthouse,wall,3,3.3333333333333335
cooking,diner,5,6.666666666666667
arch,roof,3,3.3333333333333335
daffodil,tulip,6,8.333333333333334
pregnant,round,2,1.6666666666666667
face,smile,5,6.666666666666667
feel,idea,2,1.6666666666666667
muscle,nature,2,1.6666666666666667
chopper,window,1,0.0
map,weed,1,0.0
musician,sing,4,5.0
dark,orange,3,3.3333333333333335
brown,pink,5,6.666666666666667
nut,sunflower,2,1.6666666666666667
amphibian,mammal,4,5.0
lighting,small,1,0.0
stripe,violet,1,0.0
seagull,tag,1,0.0
music,rock,6,8.333333333333334
stripe,tank,1,0.0
bread,cooking,5,6.666666666666667
food,frozen,4,5.0
street,town,5,6.666666666666667
day,misty,2,1.6666666666666667
ceiling,room,5,6.666666666666667
bud,floor,1,0.0
hockey,play,4,5.0
bud,flower,5,6.666666666666667
apple,fruit,6,8.333333333333334
fun,guy,2,1.6666666666666667
bud,petal,5,6.666666666666667
blue,purple,6,8.333333333333334
market,white,1,0.0
bed,kitchen,2,1.6666666666666667
bright,star,4,5.0
gravestone,graveyard,6,8.333333333333334
makeup,people,2,1.6666666666666667
grey,yellow,5,6.666666666666667
railway,underground,4,5.0
field,skyscraper,2,1.6666666666666667
shade,violet,2,1.6666666666666667
dark,yellow,4,5.0
air,cold,4,5.0
arm,television,1,0.0
hawk,insect,4,5.0
guitar,keyboard,5,6.666666666666667
eat,seagull,2,1.6666666666666667
bead,necklace,6,8.333333333333334
spring,summer,6,8.333333333333334
bird,hummingbird,5,6.666666666666667
barn,owl,2,1.6666666666666667
shore,valley,3,3.3333333333333335
makeup,old,1,0.0
colour,wild,1,0.0
cherry,orange,2,1.6666666666666667
city,round,1,0.0
patio,wash,1,0.0
hand,leave,1,0.0
smoke,smoking,6,8.333333333333334
river,water,6,8.333333333333334
escalator,metro,4,5.0
dark,shade,5,6.666666666666667
key,motor,1,0.0
apartment,sleep,3,3.3333333333333335
parking,scenery,1,0.0
ancient,poster,1,0.0
alley,racing,1,0.0
jaguar,storm,1,0.0
face,guy,2,1.6666666666666667
breakfast,makeup,2,1.6666666666666667
harbor,sailing,5,6.666666666666667
exhibition,painting,6,8.333333333333334
lens,storm,1,0.0
blonde,haircut,4,5.0
clothes,haircut,3,3.3333333333333335
girl,sexy,3,3.3333333333333335
boat,shore,4,5.0
animal,pet,5,6.666666666666667
child,mother,6,8.333333333333334
cold,flag,1,0.0
blossom,violet,5,6.666666666666667
car,motor,6,8.333333333333334
collection,museum,6,8.333333333333334
bud,shade,2,1.6666666666666667
exhibition,museum,6,8.333333333333334
jacket,sock,5,6.666666666666667
cold,mist,4,5.0
grape,rainbow,1,0.0
market,sushi,2,1.6666666666666667
copper,metal,6,8.333333333333334
cafe,donut,5,6.666666666666667
door,skyscraper,3,3.3333333333333335
sky,sun,5,6.666666666666667
morning,sunny,3,3.3333333333333335
game,hockey,5,6.666666666666667
haircut,stop,2,1.6666666666666667
bead,gold,3,3.3333333333333335
evening,night,6,8.333333333333334
shore,small,2,1.6666666666666667
leave,night,1,0.0
air,knit,1,0.0
day,weather,2,1.6666666666666667
clown,flood,1,0.0
leaf,nature,3,3.3333333333333335
blue,shirt,4,5.0
day,evening,5,6.666666666666667
dress,outfit,6,8.333333333333334
flower,shade,2,1.6666666666666667
rain,sunshine,6,8.333333333333334
flower,plant,6,8.333333333333334
cliff,waterfall,5,6.666666666666667
ocean,underwater,4,5.0
art,craft,5,6.666666666666667
bright,dark,6,8.333333333333334
rain,sky,5,6.666666666666667
country,work,1,0.0
bathroom,stair,2,1.6666666666666667
bright,sunlight,5,6.666666666666667
car,pig,1,0.0
cone,diamond,1,0.0
tea,whisker,1,0.0
cheetah,soup,1,0.0
beef,tomato,3,3.3333333333333335
bikini,pizza,1,0.0
lock,misty,1,0.0
mist,misty,7,10.0
vintage,zebra,1,0.0
dew,sunshine,3,3.3333333333333335
hockey,sport,6,8.333333333333334
bag,wild,1,0.0
engine,gasoline,6,8.333333333333334
bunny,rabbit,7,10.0
bird,hawk,6,8.333333333333334
snow,sunshine,5,6.666666666666667
construction,skyscraper,5,6.666666666666667
building,skyline,5,6.666666666666667
forest,hummingbird,4,5.0
lighting,stone,1,0.0
blossom,bud,6,8.333333333333334
metro,station,6,8.333333333333334
pub,wash,1,0.0
bedroom,kitchen,5,6.666666666666667
dawn,morning,6,8.333333333333334
milk,outdoor,1,0.0
chicken,lamb,5,6.666666666666667
daffodil,purple,3,3.3333333333333335
dessert,soup,5,6.666666666666667
scenery,sunny,3,3.3333333333333335
furniture,man,1,0.0
dawn,snow,2,1.6666666666666667
bright,orange,4,5.0
sunny,winter,3,3.3333333333333335
market,orange,1,0.0
foliage,tulip,3,3.3333333333333335
show,television,5,6.666666666666667
lick,origami,1,0.0
graveyard,house,2,1.6666666666666667
building,sandwich,1,0.0
foliage,fruit,3,3.3333333333333335
orange,red,6,8.333333333333334
sea,sing,1,0.0
skyline,skyscraper,5,6.666666666666667
downtown,skyscraper,5,6.666666666666667
furniture,room,6,8.333333333333334
fruit,tomato,5,6.666666666666667
cafe,dinner,5,6.666666666666667
chess,family,1,0.0
morning,sunshine,4,5.0
bay,beach,5,6.666666666666667
hotel,relax,4,5.0
collage,painting,5,6.666666666666667
art,drive,1,0.0
bird,nest,6,8.333333333333334
abandon,frost,1,0.0
cemetery,grave,6,8.333333333333334
lighting,man,1,0.0
cute,lick,1,0.0
demolition,skyline,2,1.6666666666666667
shirt,white,5,6.666666666666667
metro,underground,6,8.333333333333334
black,colour,6,8.333333333333334
lily,pond,5,6.666666666666667
paint,sing,4,5.0
exhibition,soup,1,0.0
bathroom,ceiling,4,5.0
colour,shade,5,6.666666666666667
fly,wing,5,6.666666666666667
dude,post,1,0.0
hawk,wild,5,6.666666666666667
ocean,sea,6,8.333333333333334
ad,track,2,1.6666666666666667
railway,train,6,8.333333333333334
architecture,design,6,8.333333333333334
cooking,rice,5,6.666666666666667
boat,sink,5,6.666666666666667
female,makeup,5,6.666666666666667
train,underground,4,5.0
rusty,stand,1,0.0
insect,number,1,0.0
old,race,1,0.0
ski,skirt,2,1.6666666666666667
art,christmas,2,1.6666666666666667
apartment,bedroom,5,6.666666666666667
baseball,rainbow,1,0.0
collection,work,3,3.3333333333333335
fabric,handle,2,1.6666666666666667
feline,kitty,5,6.666666666666667
